reference	sample	size	ex.itsx	ex.wirt	ex.lichen	ex.fun	ex.liquenicola	ex.tra
ITA87PB02C0HZ6	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D96X0	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EFDKA	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EEEWT	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DK7CJ	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D56SU	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DMEC2	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EQ9NP	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02D3E80	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EGP4J	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02CZRLE	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C1O7P	Vari_lac+Stig_eucl+A622	1	0	1	0	1	0	0
ITA87PB02C6PMH	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DZ8ZQ	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EVHWU	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DZRCQ	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DSNXA	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DPJAR	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02ERCV5	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02ENKN7	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DIEO0	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DGD32	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DY4V1	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02CZ90E	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C7K63	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02D9RG7	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EA4MA	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EOYKP	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DXNR6	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DT696	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02C9YNO	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02C007D	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DBLJG	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C2585	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EMBEO	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EXGNE	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DYHED	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D7T15	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02CXZPZ	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02CXWMN	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EOGHE	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02CZTWI	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DVA2O	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DH5QJ	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02D2A7K	Vari_lac+Stig_eucl+A622	1	1	0	1	1	0	11
ITA87PB02EBV9I	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DPCI6	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02C9ZWY	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DYI2X	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DHAZV	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02EWN4H	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C2RSD	Vari_lac+Stig_eucl+A622	1	0	1	0	1	0	0
ITA87PB02DTO8H	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DKWJD	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C6DH1	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02ET6H1	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DM1Y0	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EDV7E	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EWVPV	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DO188	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DPYJN	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02EHGIA	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EKVRD	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C7KQV	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DE7K7	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DKFAH	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DKYOH	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EWSF7	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DRTOL	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02DIU6H	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EFWBL	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02ELLOP	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DOH83	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EEX1H	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DJSVT	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02EDFTN	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02D1MOO	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DVPKI	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DTO73	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DF75F	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02DY2KS	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EANY2	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EPLE6	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DOQ90	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EUXA1	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DFRH9	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EE76V	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DJXUX	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C1HZD	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DEU95	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EAB99	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02CXO2U	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D4KKT	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D9WYU	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EPMXJ	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DR8ET	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EKD8C	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02D161Q	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DABTZ	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DQDPT	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02C4M7I	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02CX3R4	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DLSEU	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D49GS	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02D4H5L	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DPPKR	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02C4GVL	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DN9W7	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02DB7OL	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EFEC5	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DT767	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02DPY80	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DW9TL	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DPFCX	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C3EKE	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02DDXJ5	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DMYYM	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02ECD2G	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EVUQ3	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02ENTWU	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C18ZB	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C2BRA	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EQUG8	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02ESKAD	Vari_lac+Stig_eucl+A622	1	0	1	0	1	0	0
ITA87PB02EHKSQ	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D69HF	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02CYR32	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DC8FX	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02D9JYY	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EVTEQ	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02D61L7	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DEPAY	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EPLEK	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02CYPV2	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02D1Z1C	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C8LUF	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EBB5L	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DBW7H	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DY806	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DSRSS	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EEIXF	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EEXQA	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D53X0	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DFC8X	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EOPKZ	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02CW1MC	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EJIDG	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02ENIXQ	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DZ8TM	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02D310C	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02D00VJ	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C2G8Z	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DZMBL	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02C1APT	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02C059M	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C00R0	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DEDP8	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DLYOD	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DXVPG	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02C032Z	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D2AML	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EDS9G	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D5LCH	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EH3FQ	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DPK83	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02CZAAS	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02DPEXM	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02ECOVU	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DEZ5L	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DWX0B	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DTAT3	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02C1VJG	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DZWNF	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DIXTH	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02C3VJF	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C4QY3	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02D70CQ	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EF1IH	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02D73CV	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02DHBSX	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EM0DC	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02ELTTK	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02D85XL	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EU943	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02CYO3V	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DQMNJ	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DE7QF	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EXESW	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02EDNKO	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DP9MT	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02ELJ81	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DXN43	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DFPWY	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02ER453	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02D1JWJ	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02D3YHM	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DCQC3	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EJGQL	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DUGRL	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EJC8I	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DV07T	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02D8KZ9	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02ETVUX	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C7T8M	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EGBZC	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02D3RF8	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02ETVC4	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D187C	Vari_lac+Stig_eucl+A622	1	1	0	1	1	0	11
ITA87PB02ECZAM	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DE2V5	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DMFNN	Vari_lac+Stig_eucl+A622	1	0	1	0	1	0	0
ITA87PB02DV4T2	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DB24W	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02C5QJ7	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D8REQ	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02D7FMW	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EKI0U	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02ERDCA	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EB101	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DP09I	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DZ7ZF	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EDHXQ	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02ETD80	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02DXGG2	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C36XM	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DAW55	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02DXTAO	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DCFPE	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EJ7FD	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DYT6M	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DJEYK	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EHE9B	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C2FJN	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02C1JXU	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EN9UL	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02D4ERC	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EW53L	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D0EIF	Vari_lac+Stig_eucl+A622	1	1	0	1	1	0	11
ITA87PB02EOPOL	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EXJWW	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02CXZ3X	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DO8TG	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DXMV6	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02DBWAC	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EL5RU	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EJE7R	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EEM2A	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DUDRA	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DZ470	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EWRL8	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DY7OO	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EXOH9	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02C1G8K	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C2N2U	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DMZJY	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DX7NI	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DARJ8	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D0UOQ	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02DYMYL	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02D0SX1	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02CYZDB	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D5A30	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02DDDMK	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EKQF9	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C8XMZ	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DZHVN	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DF5PJ	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02D4XQ1	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02C606O	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EL2TA	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DMV3Z	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DWX9T	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EGC9W	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DZ1T3	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DWOR1	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EAPRV	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EI1OG	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DQX0G	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C4RQ5	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02D7CAS	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EACS5	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EF5FO	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02D5DPN	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02EMYIM	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DFD0O	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EXORA	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02D1FIA	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02C2RBW	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02EILEA	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DZ4T5	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02C8BBK	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DYRXE	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DUD0M	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DBDUP	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02ER849	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DHJMX	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02DQU4D	Vari_lac+Stig_eucl+A622	1	0	1	1	1	0	1
ITA87PB02DVW3L	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DFB68	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02D9X8Z	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02DIX8V	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DP404	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02C17EY	Vari_lac+Stig_eucl+A622	1	1	1	1	1	0	11
ITA87PB02EQZ37	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
ITA87PB02DAP34	Vari_lac+Stig_eucl+A622	1	0	1	0	1	0	0
ITA87PB02EU3QM	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02EX0EL	Vari_lac+Stig_eucl+A622	1	0	0	0	0	0	0
ITA87PB02EC6TG	Vari_lac+Stig_eucl+A622	1	0	0	0	1	0	0
ITA87PB02D61B6	Vari_lac+Stig_eucl+A622	1	0	1	1	0	0	1
ITA87PB02DKXYB	Vari_lac+Stig_eucl+A622	1	1	0	0	1	0	11
