reference	sample	size	ex.itsx	ex.wirt	ex.lichen	ex.fun	ex.liquenicola	ex.tra
ITA87PB02EM603	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02ET8SG	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02EFE80	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02C72IM	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EXB2W	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EKW2J	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DWPAJ	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C68L2	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02EHYVO	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02CY9JX	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DHSWD	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D8JSN	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D4BI4	Leci_lap+N+A792	1	0	0	0	1	0	0
ITA87PB02DPNAV	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DZL3F	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DY0DI	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DHJ4V	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DN1IJ	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C4MUQ	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02CZ012	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EWJME	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02CW582	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DSVWC	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D7OQE	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02DH9X6	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EOP3W	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DSYDD	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C7FLR	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EOHVK	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02C2NZV	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EW0SW	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DVCNH	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EV2A6	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DODYL	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DPZ77	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EO4EU	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EVXBO	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EJ5ZQ	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02DJYYR	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02C6FRT	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C1O7I	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DPYSV	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DV5TF	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D1JU1	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DICPB	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DW34A	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02C53TV	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02CWUVS	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DBJL5	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DS64A	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C5QNW	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D6G1T	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02D2J32	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D48XJ	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02D5OZO	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02EFA55	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EAG18	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DA84V	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02D8UA4	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EC4FA	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C67VA	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EL81H	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02C53SF	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DIK2U	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02D92SL	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EHOJO	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EDLQE	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DPWNP	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02D0Q34	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02D80BS	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02DZ9I2	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02ESTXT	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DAWOV	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02ERUCH	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DOKP9	Leci_lap+N+A792	1	0	0	0	1	0	0
ITA87PB02DHTVJ	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02ER5G8	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02DUK3J	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02CXR1U	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EES6N	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EMFE2	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EXEIM	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DCUP9	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DMZ8C	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02DDHI6	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DXQVU	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EVDHY	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DPUVF	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DGJFO	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C0HNW	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02ERTS2	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DQYUC	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EVN7H	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EALSW	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02ESQTV	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EG6W5	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02C89A1	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C4BPB	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DAVGC	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DIQWX	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DNHDA	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EBEDB	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DPYVW	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DLL4C	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02DA9L0	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02ETF76	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DPC19	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DI29Q	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DJCNP	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DXHO4	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EATO3	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02EQWIG	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C8937	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C3OWW	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02C47FL	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02C8DMS	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02CW943	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02C68YJ	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EW5Y6	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C86CB	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DE2R8	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D5RRA	Leci_lap+N+A792	1	0	0	0	1	0	0
ITA87PB02DGNGR	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02C2GVI	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C408H	Leci_lap+N+A792	1	0	0	0	1	0	0
ITA87PB02DHKH4	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DUBGM	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DV5RL	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02DQAXA	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D1LZ1	Leci_lap+N+A792	1	0	1	1	1	0	0
ITA87PB02DH9MN	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DI0RK	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C5R8F	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02DH2L7	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EPYOH	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02CZI0S	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EV3IK	Leci_lap+N+A792	1	0	0	0	1	0	1
ITA87PB02C7XYF	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02D37U3	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C7XNQ	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EA4TO	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DXKT8	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DKRK3	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DAQ1M	Leci_lap+N+A792	1	0	0	0	1	0	1
ITA87PB02DPGA2	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02CW1AI	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02CXJ6D	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EDXAA	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02EH9WQ	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DRLSX	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DIJGQ	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DUGPU	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EK0G7	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EWGHX	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EJDR2	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D6OHF	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02DIR3R	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DIN7G	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EA0VZ	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02ED1ZI	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DUBG2	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DUXEN	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EN0YY	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EXW73	Leci_lap+N+A792	1	0	0	0	1	0	0
ITA87PB02C1P7D	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02D361N	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02CY9AQ	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EAMZ0	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DUX7H	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DELHC	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02C1YBH	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02D2TFN	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EFRJ0	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EG13D	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DR1VM	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DG1X8	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D8QVZ	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D7QKF	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02ED6NM	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02EMLCU	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EWR1Z	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DU6ZN	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D8DNP	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DWDJH	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C9KWQ	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DAGKL	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C46JP	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EC8CD	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DOQIB	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D6OT1	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DBTYA	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02ESXA0	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02C8EV9	Leci_lap+N+A792	1	0	0	0	1	0	0
ITA87PB02DU785	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EBTZG	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DQL77	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DNA0D	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EAQT8	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02ECZ27	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D0GJU	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D4S3H	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EI9NU	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DBEA5	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EN7Q2	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DN3AQ	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DM0DF	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02EV380	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EK1DQ	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DMOEC	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EW0TQ	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D8RHG	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02C4CFY	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C3IZ3	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EQ24J	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DJETF	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D0HRB	Leci_lap+N+A792	1	0	0	0	1	0	1
ITA87PB02DTCKV	Leci_lap+N+A792	1	0	0	0	1	0	0
ITA87PB02DXO40	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02D5X2O	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EXUI4	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DOOAP	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DKZP2	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C90SN	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D7XA2	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EBF1Z	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02ECEMS	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C21VP	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D8XQ2	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EKX7O	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C7OX3	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EK5RG	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DJ608	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DZF8I	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02EQBJX	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02C9FY9	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02D5T0I	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DDJBY	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EKPWW	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DF9WZ	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DC1K5	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DJWTH	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DVNI0	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02DX923	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DIDMO	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EBRFX	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02DSRE4	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02C9RDU	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D4NQ8	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D1HQB	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DCALO	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02ECCZN	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DTL9I	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02DO8D5	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02CW6I9	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DFFCD	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02D4HRG	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DIEWZ	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02D5C56	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D62Q2	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DLWYR	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EIPVE	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D4ONQ	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C1KGH	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C55CX	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EO006	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DX786	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EHV6F	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DNWMC	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DE48D	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D7YNE	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EGHQU	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02C0QPN	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02DMG77	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DU2I1	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C8LAB	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EMNHR	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DBBBO	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DXX38	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DWGE5	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EQQPG	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02C5IJ4	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02ERCJR	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EGDDS	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02EFPRU	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DCX28	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DR2PP	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EULCB	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DYWS2	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EQGTL	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DCGWC	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C0U9T	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EXOD3	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DX7TR	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DWFA0	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DFWQU	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DLN6G	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DD8MC	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02C2ZX1	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02D5UND	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02DB6LU	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DSKEY	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DS9TG	Leci_lap+N+A792	1	0	0	0	1	0	0
ITA87PB02EACWF	Leci_lap+N+A792	1	0	0	1	1	0	1
ITA87PB02DXVXV	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EFA70	Leci_lap+N+A792	1	0	0	1	0	0	1
ITA87PB02CXXEL	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EQL8E	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DIX0V	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DXZ98	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D8I8B	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EWK03	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02DMAHI	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DK5U1	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EKNDK	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DF4JX	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02ENZ67	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D4CWD	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EBX45	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02CZLCG	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EMSNM	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C9W7P	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DYNS6	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EF7W3	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EUI4S	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02DOU0N	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D542U	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EDABE	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DKHO0	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EMLMI	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DGE5C	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EDNAS	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DUVMU	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EBJ25	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DYO21	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02EVNHG	Leci_lap+N+A792	1	0	1	1	1	0	1
ITA87PB02D5D0Y	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DD0V5	Leci_lap+N+A792	1	0	0	0	0	0	0
ITA87PB02EO2J1	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DTJF3	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DM6FD	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02D9WA0	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02C0MJS	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02DQZ9K	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02EJB20	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02ERF6S	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D3SRY	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02DNY0L	Leci_lap+N+A792	1	1	0	0	1	0	11
ITA87PB02D5F3X	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02C6G8E	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02ESK9D	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02D1GST	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DPUIE	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EFM1H	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02ECNUQ	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EQ3F2	Leci_lap+N+A792	1	0	1	1	0	0	1
ITA87PB02DJQP6	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02D5HVV	Leci_lap+N+A792	1	1	1	1	1	0	11
ITA87PB02EPIYK	Leci_lap+N+A792	1	0	0	0	0	0	0
