"" "reference" "size" "megan.taxonomy" "classification" "identity" "OTU_A" "OTU_B" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"ITA87PB02C71K8" "A792" "ITA87PB02C71K8" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_116" "0" "Fungi" "-176.605904979982" "Ascomycota" "-176.605904979982" "Lecanoromycetes" "-176.605904979982" "Lecanorales" "-176.605904979982" "Parmeliaceae" "-176.605904979982" "Usnea" "-176.605904979982" "Usnea" "-176.605904979982"
"ITA87PB02EGZ4R" "A792" "ITA87PB02EGZ4R" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_117" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02DW3TQ" "A792" "ITA87PB02DW3TQ" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 77; Usnea; 69; Usnea wasmuthii; 38;" "otu" "*" "OTU_118" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02EL8RH" "A792" "ITA87PB02EL8RH" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 92; Lecanorineae; 92; Parmeliaceae; 75; Usnea; 75; Usnea wasmuthii; 42;" "otu" "*" "OTU_119" "0" "Fungi" "-172.917025525868" "Ascomycota" "-172.917025525868" "Lecanoromycetes" "-172.917025525868" "Lecanorales" "-172.917025525868" "Parmeliaceae" "-172.917025525868" "Usnea" "-172.917025525868" "Usnea" "-172.917025525868"
"ITA87PB02DRXRL" "A670" "ITA87PB02DRXRL" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_120" "0" "Fungi" "-229.159897010736" "Ascomycota" "-229.159897010736" "Lecanoromycetes" "-229.159897010736" "Lecanorales" "-229.159897010736" "Lecanoraceae" "-229.159897010736" "Lecanora" "-229.159897010736" "Lecanora" "-229.159897010736"
"ITA87PB02DYBWL" "A670" "ITA87PB02DYBWL" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Micareaceae; 100; Micarea; 100; Micarea nitschkeana; 50;" "otu" "*" "OTU_121" "0" "Fungi" "-280.915381345274" "Ascomycota" "-216.666142292755" "Lecanoromycetes" "-216.666142292755" "Lecanorales" "-216.666142292755" "Byssolomataceae" "-216.666142292755" "Micarea" "-216.666142292755" "Micarea" "-216.666142292755"
"ITA87PB02ER9VG" "A670" "ITA87PB02ER9VG" "6" " No hits; 100;" "otu" "*" "OTU_122" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"ITA87PB02DEX34" "A670" "ITA87PB02DEX34" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Capnodiales; 94; Teratosphaeriaceae; 81; Teratosphaeria; 56; Teratosphaeria cryptica; 31;" "otu" "*" "OTU_123" "0" "Fungi" "-164.176688783137" "Ascomycota" "-164.176688783137" "Dothideomycetes" "-164.176688783137" "Capnodiales" "-164.176688783137" "Mycosphaerellaceae/Teratosphaeriaceae" "-164.176688783137" "Mycosphaerella/Teratosphaeria" "-164.176688783137" "Mycosphaerella/Teratosphaeria" "-164.176688783137"
"ITA87PB02EI0LC" "A670" "ITA87PB02EI0LC" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_124" "0" "Fungi" "-226.569629845291" "Ascomycota" "-226.569629845291" "Lecanoromycetes" "-226.569629845291" "Lecanorales" "-226.569629845291" "Lecanoraceae" "-226.569629845291" "Lecanora" "-226.569629845291" "Lecanora" "-226.569629845291"
"ITA87PB02EOH1A" "A670" "ITA87PB02EOH1A" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora sp. 2 SPO-2012; 67;" "otu" "*" "OTU_125" "0" "Fungi" "-226.569629845291" "Ascomycota" "-226.569629845291" "Lecanoromycetes" "-226.569629845291" "Lecanorales" "-226.569629845291" "Lecanoraceae" "-226.569629845291" "Lecanora" "-226.569629845291" "Lecanora" "-226.569629845291"
"ITA87PB02DAOFQ" "A670" "ITA87PB02DAOFQ" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 75; Lecanora sp. 2 SPO-2012; 50;" "otu" "*" "OTU_126" "0" "Fungi" "-230.481652850719" "Ascomycota" "-230.481652850719" "Lecanoromycetes" "-230.481652850719" "Lecanorales" "-230.481652850719" "Lecanoraceae" "-230.481652850719" "Lecanora" "-230.481652850719" "Lecanora" "-230.481652850719"
"ITA87PB02EWDE0" "A670" "ITA87PB02EWDE0" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "otu" "*" "OTU_127" "0" "Fungi" "-323.971350931601" "Ascomycota" "-323.971350931601" "Dothideomycetes" "-275.617063978726" "Botryosphaeriales" "-275.617063978726" "Dermateaceae" "-135.852520486649" "Cyphellophora" "-101.313744091738" "Botryosphaeriales" "-275.617063978726"
"ITA87PB02EDF3E" "A670" "ITA87PB02EDF3E" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Capnodiales; 100; Teratosphaeriaceae; 78; Teratosphaeria; 78; Teratosphaeria cryptica; 56;" "otu" "*" "OTU_128" "0" "Fungi" "-162.790394422017" "Ascomycota" "-162.790394422017" "Dothideomycetes" "-162.790394422017" "Capnodiales" "-162.790394422017" "Mycosphaerellaceae/Teratosphaeriaceae" "-162.790394422017" "Mycosphaerella/Teratosphaeria" "-162.790394422017" "Mycosphaerella/Teratosphaeria" "-162.790394422017"
"ITA87PB02C75IX" "A670" "ITA87PB02C75IX" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 75; Lecanora sp. 2 SPO-2012; 50;" "otu" "*" "OTU_129" "0" "Fungi" "-229.159897010736" "Ascomycota" "-229.159897010736" "Lecanoromycetes" "-229.159897010736" "Lecanorales" "-229.159897010736" "Lecanoraceae" "-229.159897010736" "Lecanora" "-229.159897010736" "Lecanora" "-229.159897010736"
"ITA87PB02DC8DT" "A670" "ITA87PB02DC8DT" "6" " Not assigned; 100;" "otu" "*" "OTU_130" "0" "Fungi" "-124.339595021678" "Ascomycota" "-84.5025012602197" "Dothideomycetes/Sordariomycetes" "-83.1162068990999" "Hypocreales" "-83.1162068990999" "Nectriaceae" "-83.1162068990999" "Flagellospora" "-83.1162068990999" "Ascomycota" "-84.5025012602197"
"ITA87PB02D31E3" "A670" "ITA87PB02D31E3" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Eurotiomycetes; 100; Chaetothyriomycetidae; 100; Chaetothyriales; 100; unclassified Chaetothyriales; 100; Chaetothyriales sp. 16708; 100;" "otu" "*" "OTU_131" "0" "Fungi" "-295.934864707564" "Ascomycota" "-292.428306810244" "Eurotiomycetes" "-292.428306810244" "Chaetothyriales" "-292.428306810244" "Herpotrichiellaceae" "-292.428306810244" "Cladophialophora" "-292.428306810244" "Cladophialophora" "-292.428306810244"
"ITA87PB02EIY6T" "A636" "ITA87PB02EIY6T" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_132" "0" "Fungi" "-304.857523007088" "Ascomycota" "-304.857523007088" "Lecanoromycetes" "-304.857523007088" "Lecideales" "-304.857523007088" "Lecideaceae" "-304.857523007088" "Lecidea" "-304.857523007088" "Lecidea" "-304.857523007088"
"ITA87PB02CY2M6" "A636" "ITA87PB02CY2M6" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecideales; 100; Lecideaceae; 100; Lecidea; 100; Lecidea lapicida; 100; Lecidea lapicida var. lapicida; 100;" "otu" "*" "OTU_133" "0" "Fungi" "-304.857523007088" "Ascomycota" "-304.857523007088" "Lecanoromycetes" "-304.857523007088" "Lecideales" "-304.857523007088" "Lecideaceae" "-304.857523007088" "Lecidea" "-304.857523007088" "Lecidea" "-304.857523007088"
"ITA87PB02EEDEP" "A623" "ITA87PB02EEDEP" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_134" "0" "Fungi" "-314.761010559624" "Ascomycota" "-268.709308699743" "Lecanoromycetes" "-268.709308699743" "Acarosporales" "-268.709308699743" "Acarosporaceae" "-268.709308699743" "Acarospora" "-268.709308699743" "Acarospora" "-268.709308699743"
"ITA87PB02ETYLS" "A623" "ITA87PB02ETYLS" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Acarosporomycetidae; 100; Acarosporales; 100; Acarosporaceae; 100; Polysporina; 100; Polysporina subfuscescens; 100;" "otu" "*" "OTU_135" "0" "Fungi" "-318.673033565052" "Ascomycota" "-274.007626066291" "Lecanoromycetes" "-274.007626066291" "Acarosporales" "-274.007626066291" "Acarosporaceae" "-274.007626066291" "Acarospora" "-274.007626066291" "Acarospora" "-274.007626066291"
"ITA87PB02ER2B0" "A622" "ITA87PB02ER2B0" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "*" "OTU_136" "0" "Fungi" "-92.7965509003218" "Ascomycota" "-92.7965509003218" "Lecanoromycetes" "-92.7965509003218" "Pertusariales" "-92.7965509003218" "Pertusariaceae" "-92.7965509003218" "Pertusaria" "-92.7965509003218" "Pertusaria" "-92.7965509003218"
"ITA87PB02ESAXY" "A622" "ITA87PB02ESAXY" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "*" "OTU_137" "0" "Fungi" "-161.404100060897" "Ascomycota" "-161.404100060897" "Lecanoromycetes" "-161.404100060897" "Pertusariales" "-161.404100060897" "Pertusariaceae" "-161.404100060897" "Pertusaria" "-161.404100060897" "Pertusaria" "-161.404100060897"
"ITA87PB02DG2BG" "A622" "ITA87PB02DG2BG" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Capnodiales; 100; Mycosphaerellaceae; 100; Mycosphaerella; 100; Mycosphaerella sp. L357; 100;" "otu" "*" "OTU_138" "0" "Fungi" "-143.964248569957" "Ascomycota" "-143.964248569957" "Dothideomycetes" "-143.964248569957" "Capnodiales" "-143.964248569957" "Mycosphaerellaceae" "-143.964248569957" "Mycosphaerella" "-143.964248569957" "Mycosphaerella" "-143.964248569957"
"ITA87PB02DU9WW" "A622" "ITA87PB02DU9WW" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Capnodiales; 100; Mycosphaerellaceae; 100; Mycosphaerella; 100; Mycosphaerella sp. L357; 100;" "otu" "*" "OTU_139" "0" "Fungi" "-192.318535522832" "Ascomycota" "-192.318535522832" "Dothideomycetes" "-192.318535522832" "Capnodiales" "-192.318535522832" "Mycosphaerellaceae" "-192.318535522832" "Mycosphaerella" "-192.318535522832" "Mycosphaerella" "-192.318535522832"
"ITA87PB02EOSVV" "A622" "ITA87PB02EOSVV" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Capnodiales; 100; Mycosphaerellaceae; 100; Mycosphaerella; 100; Mycosphaerella sp. L357; 50;" "otu" "*" "OTU_140" "0" "Fungi" "-198.715465178048" "Ascomycota" "-198.715465178048" "Dothideomycetes" "-198.715465178048" "Capnodiales" "-198.715465178048" "Mycosphaerellaceae" "-198.715465178048" "Mycosphaerella" "-198.715465178048" "Mycosphaerella" "-198.715465178048"
"ITA87PB02DCS3G" "A622" "ITA87PB02DCS3G" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "*" "OTU_141" "0" "Fungi" "-95.32227954463" "Ascomycota" "-95.32227954463" "Lecanoromycetes" "-95.32227954463" "Pertusariales" "-95.32227954463" "Pertusariaceae" "-95.32227954463" "Pertusaria" "-95.32227954463" "Pertusaria" "-95.32227954463"
"ITA87PB02CZ38K" "A622" "ITA87PB02CZ38K" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "*" "OTU_142" "0" "Fungi" "-92.7965509003218" "Ascomycota" "-92.7965509003218" "Lecanoromycetes" "-92.7965509003218" "Pertusariales" "-92.7965509003218" "Pertusariaceae" "-92.7965509003218" "Pertusaria" "-92.7965509003218" "Pertusaria" "-92.7965509003218"
"ITA87PB02EAKXY" "A622" "ITA87PB02EAKXY" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "*" "OTU_143" "0" "Fungi" "-148.569418755945" "Ascomycota" "-148.569418755945" "Lecanoromycetes" "-148.569418755945" "Pertusariales" "-148.569418755945" "Pertusariaceae" "-148.569418755945" "Pertusaria" "-148.569418755945" "Pertusaria" "-148.569418755945"
"ITA87PB02CXGOP" "A622" "ITA87PB02CXGOP" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "*" "OTU_144" "0" "Fungi" "-95.32227954463" "Ascomycota" "-95.32227954463" "Lecanoromycetes" "-95.32227954463" "Pertusariales" "-95.32227954463" "Pertusariaceae" "-95.32227954463" "Pertusaria" "-95.32227954463" "Pertusaria" "-95.32227954463"
"ITA87PB02DJJ1Q" "A622" "ITA87PB02DJJ1Q" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "*" "OTU_145" "0" "Fungi" "-92.7965509003218" "Ascomycota" "-92.7965509003218" "Lecanoromycetes" "-92.7965509003218" "Pertusariales" "-92.7965509003218" "Pertusariaceae" "-92.7965509003218" "Pertusaria" "-92.7965509003218" "Pertusaria" "-92.7965509003218"
"ITA87PB02EP9Q7" "A622" "ITA87PB02EP9Q7" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "*" "OTU_146" "0" "Fungi" "-162.790394422017" "Ascomycota" "-162.790394422017" "Lecanoromycetes" "-162.790394422017" "Pertusariales" "-162.790394422017" "Pertusariaceae" "-162.790394422017" "Pertusaria" "-162.790394422017" "Pertusaria" "-162.790394422017"
"ITA87PB02C9IL3" "A622" "ITA87PB02C9IL3" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "*" "OTU_147" "0" "Fungi" "-135.159373306089" "Basidiomycota" "-135.159373306089" "Tremellomycetes" "-135.159373306089" "Tremellales" "-135.159373306089" "Sirobasidiaceae" "-135.159373306089" "Cryptococcus" "-82.1999161672257" "Tremellomycetes" "-86.3996212451056"
"ITA87PB02DGGPQ" "A608" "ITA87PB02DGGPQ" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Umbilicariomycetidae; 100; Umbilicariales; 100; Umbilicariaceae; 100; Umbilicaria; 100; Umbilicaria decussata; 20;" "otu" "*" "OTU_148" "0" "Fungi" "-196.076407848433" "Ascomycota" "-189.728268357386" "Lecanoromycetes" "-189.728268357386" "Umbilicariales" "-189.728268357386" "Umbilicariaceae" "-189.728268357386" "Umbilicaria" "-189.728268357386" "Umbilicaria" "-189.728268357386"
"ITA87PB02D08WU" "A608" "ITA87PB02D08WU" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Umbilicariomycetidae; 100; Umbilicariales; 100; Umbilicariaceae; 100; Umbilicaria; 100; Umbilicaria decussata; 25;" "otu" "*" "OTU_149" "0" "Fungi" "-177.299052160542" "Ascomycota" "-177.299052160542" "Lecanoromycetes" "-177.299052160542" "Umbilicariales" "-177.299052160542" "Umbilicariaceae" "-177.299052160542" "Umbilicaria" "-177.299052160542" "Umbilicaria" "-177.299052160542"
"ITA87PB02D39UN" "A608" "ITA87PB02D39UN" "6" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "otu" "*" "OTU_150" "0" "Fungi" "-168.088711788565" "Ascomycota" "-166.702417427445" "Dothideomycetes" "-166.702417427445" "Chaetothyriales" "-132.163641032535" "Verrucariaceae" "-115.485929593641" "Phaeomoniella/Pleopsidium" "-112.932030072366" "Dothideomycetes" "-166.702417427445"
